id,target
-1.7315436009429286,-1.2634909317030543
-1.7314795807129817,0.4474352607476362
-1.7314504806084603,-1.5823619584978812
-1.7314155604830346,-1.143954748672076
-1.731299160064949,0.2030049914864287
-1.7312817000022362,0.6613436755848261
-1.731235139835002,-1.111617900966066
-1.7312234997931937,0.4172072607021951
-1.7312002197095764,-0.7276487774914611
-1.7311129193960122,-0.7905522057900368
-1.7310372591242569,0.15986270110548859
-1.7310314391033523,-0.6450554956646825
-1.7310081590197353,-0.4124646353055853
-1.7309092186643624,0.7426970530568816
-1.7308917586016497,0.9596520462147684
-1.7308219183507982,-0.022620787434435012
-1.73072879801633,-0.010942464773526412
-1.7307055179327129,-0.2027533836319488
-1.7306589577654783,-1.0092354704745206
-1.7306414977027658,-0.04744860638130711
-1.7306182176191487,0.7417294336353945
-1.7305891175146273,-1.3021310968177782
-1.7305716574519143,1.1455646203387708
-1.7305076372219674,0.587772611637378
-1.7304901771592545,-1.3853212148671987
-1.7304843571383504,-1.278015136774092
-1.7304494370129246,-0.8221588731461941
-1.7303795967620732,-0.9893722885178807
-1.7303039364903177,-0.025770359119663713
-1.7302340962394664,-0.3415548493039344
-1.7301351558840936,0.5842080497287289
-1.7301176958213809,1.5756509969943466
-1.7300944157377638,1.6826883562178185
-1.7300245754869124,-0.6146602966968344
-1.7298965350270183,1.1533353918047355
-1.7298616149015926,0.7316910021939274
-1.72984415483888,0.06440560617285118
-1.729785954629837,-1.0852254099275647
-1.7297743145880284,-0.4825358867275774
-1.7297684945671243,-0.14511341375152112
-1.72976267454622,-0.3479520117960703
-1.729698654316273,1.0772894391631194
-1.7296520941490388,2.1661884422745867
-1.7295997139609005,-1.2207517024067691
-1.729593893939996,-0.1678440969195736
-1.729570613856379,0.380840740477806
-1.729553153793666,-0.9307415672647046
-1.7295356937309532,-0.3042515190175069
-1.7295298737100488,-1.2232828164859972
-1.7295240536891443,-0.9698634825463226
-1.729489133563719,0.04146394638344609
-1.7294833135428147,0.6583552254606397
-1.7294600334591976,2.1147224999440684
-1.7294367533755806,-1.0365504944669572
-1.7293145329365909,1.1975199367213007
-1.7292737927902608,-1.2520175487739187
-1.729151572351271,1.14135558500897
-1.7290991921631325,0.5410278499424604
-1.7290526319958983,-0.9388732405234007
-1.7290177118704726,-0.031768757538664615
-1.7289187715150998,-1.2430228414252928
-1.7288954914314827,2.353513599810498
-1.7288663913269613,-0.7151420655289102
-1.7288547512851529,-0.3404493446875395
-1.7288198311597271,-1.2584311016224567
-1.72875581092978,-0.28434782314267504
-1.728749990908876,0.4889159338554426
-1.7287441708879716,1.7363860175104144
-1.728732530846163,0.41608427310010526
-1.7286801506580245,0.8841057216869899
-1.7286626905953115,-0.7438949338325153
-1.728604490386269,-0.31371872568676173
-1.7285695702608432,2.6799742086932077
-1.7285579302190348,-0.9387043124031108
-1.7285346501354175,-0.4708930170506387
-1.7285288301145134,-0.24271928775612592
-1.728523010093609,0.6686981894204646
-1.7284531698427577,-0.6554116189780388
-1.7282727491947252,0.12520089678373958
-1.7282320090483951,0.8339137578997845
-1.7281097886094057,2.8169095550082814
-1.7280283083167456,1.6384856823882505
-1.7280108482540326,0.9970995440338593
-1.7279701081077028,-0.3896588030993016
-1.727958468065894,-0.8864328423375357
-1.72791190789866,2.161263831536866
-1.7277722273969571,0.3722618004890042
-1.727743127292436,1.6891189675372005
-1.7277082071670102,-0.12437784782856251
-1.7276791070624888,0.16349155775202948
-1.7276674670206804,-0.1567068175571317
-1.7276209068534465,-0.7171656200951979
-1.7275859867280206,-5.869274287749283e-05
-1.727574346686212,-0.8396876171598797
-1.7275510666025948,1.5948564261281037
-1.727533606539882,1.6475402493454672
-1.7275161464771691,2.2273001232812932
-1.7274754063308393,-0.6911319573482259
-1.727405566079988,-0.20099069273075432
-1.7273997460590838,-1.0496460727358552
-1.7273299058082323,-1.3146620415779244
-1.727324085787328,-0.8113219411918033
